"Time,Date";"Acc,X";"Acc,Y";"Acc,Z";"Acc.Abs"
232120;-6,57;7,05;2,80;10,03728
232130;-7,09;7,21;3,03;10,55327
232140;-7,47;7,66;3,26;11,18176
232150;-7,62;8,04;3,56;11,63261
232160;-7,25;8,80;3,86;12,03535
232170;-7,18;9,94;3,80;12,83155
232180;-7,48;10,54;3,80;13,473
232190;-6,96;11,23;3,58;13,68353
232200;-6,66;12,06;3,96;14,3362
232210;-6,59;12,44;4,26;14,70772
232220;-6,44;12,14;4,40;14,42874
232230;-5,84;9,79;3,93;12,05295
232240;-5,91;9,33;3,33;11,5352
232250;-5,76;10,39;3,56;12,40585
232260;-5,62;11,30;3,94;13,223
232270;-5,77;11,53;4,17;13,55001
232280;-6,14;11,15;4,17;13,39398
232290;-6,43;10,39;3,87;12,81966
232300;-6,58;9,63;3,49;12,17638
232310;-6,58;9,41;3,04;11,87373
232320;-6,50;9,18;2,66;11,55935
232330;-6,35;8,72;2,36;11,04567
232340;-6,13;8,34;2,35;10,61634
232350;-5,61;8,04;2,57;10,13306
232360;-5,16;7,59;2,71;9,56572
232370;-4,71;7,43;2,63;9,18591
232380;-4,34;6,90;2,40;8,49805
232390;-4,11;6,37;2,02;7,84772
232400;-3,96;5,92;1,49;7,27445
232410;-3,88;5,31;1,56;6,76121
232420;-3,66;4,78;1,71;6,25578
232430;-3,29;5,08;1,33;6,19773
232440;-3,14;5,69;1,11;6,5931
232450;-2,77;5,99;1,33;6,73514
232460;-2,48;6,45;1,78;7,13247
232470;-2,55;6,98;1,94;7,67828
232480;-2,63;7,21;1,79;7,87625
232490;-2,63;7,05;1,79;7,73685
232500;-2,70;6,83;1,64;7,52134
232510;-2,62;6,60;1,41;7,24057
232520;-2,55;6,45;1,26;7,04619
232530;-2,70;6,45;1,34;7,11533
232540;-2,85;6,60;1,56;7,35554
232550;-3,00;6,60;1,94;7,50217
232560;-3,00;6,45;2,24;7,45308
232570;-2,85;6,75;2,24;7,66161
232580;-2,70;6,90;1,86;7,64213
232590;-2,85;7,28;1,57;7,9755
232600;-3,67;7,66;1,58;8,64002
232610;-4,86;7,51;1,81;9,12603
232620;-5,75;6,90;2,26;9,26484
232630;-6,42;6,68;2,49;9,59099
232640;-7,02;6,98;2,65;10,24399
232650;-7,76;7,43;3,11;11,18767
232660;-8,21;7,74;3,64;11,8529
232670;-7,91;8,27;4,17;12,17943
232680;-7,55;9,41;3,80;12,64187
232690;-7,63;10,54;4,03;13,62136
232700;-7,18;11,00;3,80;13,67455
232710;-6,74;12,06;3,88;14,35028
232720;-6,37;12,52;4,03;14,60995
232730;-6,07;12,06;4,18;14,1322
232740;-5,32;9,63;3,63;11,58474
232750;-5,54;9,41;3,10;11,34751
232760;-5,54;10,54;3,49;12,41136
232770;-5,47;11,45;4,02;13,31369
232780;-5,84;11,83;4,17;13,84116
232790;-6,29;11,61;4,17;13,84506
232800;-6,66;10,77;3,95;13,26407
232810;-6,88;9,79;3,49;12,45982
232820;-7,03;9,33;3,19;12,10711
232830;-6,87;8,88;2,89;11,59104
232840;-6,43;8,42;2,43;10,86714
232850;-5,98;8,12;2,28;10,3341
232860;-5,38;7,74;2,42;9,7298
232870;-4,79;7,36;2,48;9,12096
232880;-4,41;7,13;2,48;8,74346
232890;-4,11;6,68;2,25;8,15662
232900;-3,89;6,07;1,57;7,37504
232910;-3,96;5,54;1,19;6,91075
232920;-3,96;5,08;1,71;6,66509
232930;-3,59;4,85;1,86;6,31393
232940;-3,21;5,08;1,41;6,17522
232950;-3,07;5,61;1,26;6,519
232960;-2,77;6,22;1,56;6,98613
232970;-2,77;6,75;2,01;7,57148
232980;-2,63;6,98;2,01;7,72299
232990;-2,78;7,28;2,02;8,04997
233000;-2,85;7,21;2,09;8,02654
233010;-2,77;6,90;2,02;7,70668
233020;-2,77;6,83;1,79;7,58221
233030;-2,77;6,83;1,64;7,54822
233040;-2,92;6,98;1,79;7,77481
233050;-3,07;6,90;2,02;7,8194
233060;-3,07;6,90;2,02;7,8194
233070;-2,78;6,98;1,87;7,73766
233080;-2,70;6,98;1,72;7,67618
233090;-2,85;7,05;1,64;7,78279
233100;-3,07;7,21;1,50;7,97526
233110;-3,89;7,51;1,20;8,54343
233120;-4,93;7,43;1,66;9,07503
233130;-5,90;6,90;2,57;9,4354
233140;-6,57;6,68;3,02;9,83914
233150;-6,87;6,60;3,02;9,99076
233160;-7,24;7,13;3,03;10,60298
233170;-7,32;7,59;3,56;11,1221
233180;-7,10;8,34;3,86;11,61324
233190;-7,55;9,48;3,72;12,6766
233200;-6,95;9,79;3,57;12,52227
233210;-6,51;10,92;3,27;13,13004
233220;-6,29;11,83;3,28;13,79621
233230;-6,37;12,52;3,58;14,49249
233240;-6,14;12,52;3,88;14,47224
233250;-5,77;10,85;3,79;12,85567
233260;-5,61;9,03;3,03;11,05005
233270;-5,84;9,94;2,96;11,89858
233280;-5,47;10,85;3,41;12,61765
233290;-5,55;11,53;3,79;13,34447
233300;-5,92;11,53;3,80;13,50413
233310;-6,29;11,00;3,65;13,18324
233320;-6,51;10,24;3,34;12,58494
233330;-6,58;9,71;2,89;12,07945
233340;-6,43;9,18;2,66;11,51709
233350;-6,28;8,57;2,36;10,88216
233360;-6,20;8,27;2,13;10,55239
233370;-5,83;7,96;2,42;10,16212
233380;-5,31;7,43;2,49;9,46564
233390;-4,93;7,13;2,41;8,99859
233400;-4,71;6,83;2,33;8,61382
233410;-4,41;6,37;2,18;8,04733
233420;-4,11;5,84;1,64;7,32806
233430;-3,96;5,46;1,34;6,8769
233440;-3,74;5,08;1,56;6,4972
233450;-3,44;5,08;1,71;6,36843
233460;-3,22;5,54;1,48;6,57292
233470;-2,92;5,84;1,41;6,67918
233480;-2,77;6,37;1,64;7,13794
233490;-2,85;6,98;1,87;7,76474
233500;-2,85;7,43;2,02;8,21304
233510;-2,85;7,66;2,02;8,42052
233520;-3,00;7,51;1,95;8,31697
233530;-3,07;7,21;1,87;8,05375
233540;-3,15;7,05;1,79;7,92975
233550;-3,22;6,90;1,79;7,82502
233560;-3,15;6,68;1,79;7,59304
233570;-3,15;6,75;1,79;7,66059
233580;-3,22;6,90;1,87;7,84231
233590;-3,37;6,98;1,87;7,97159
233600;-3,37;6,90;1,87;7,90515
233610;-3,30;6,90;1,79;7,85577
233620;-4,19;7,36;2,03;8,70646
233630;-5,01;7,21;2,71;9,18426
233640;-5,15;6,37;3,08;8,75382
233650;-5,38;5,99;3,08;8,61829
233660;-5,67;6,07;2,78;8,76031
233670;-6,20;6,52;2,72;9,3974
233680;-6,64;7,05;3,10;10,17315
233690;-6,50;7,74;3,18;10,59084
233700;-7,25;9,18;3,42;12,18352
233710;-7,10;9,41;3,27;12,22931
233720;-7,10;10,16;3,42;12,8635
233730;-7,26;11,08;3,58;13,71495
233740;-7,26;12,06;3,81;14,58371
233750;-7,04;12,67;4,11;15,06414
233760;-6,67;12,36;4,26;14,67695
233770;-5,99;10,01;3,79;12,26483
233780;-5,91;9,63;3,11;11,72129
233790;-5,77;10,70;3,41;12,62037
233800;-5,55;11,45;3,94;13,32218
233810;-5,62;11,68;4,17;13,61656
233820;-5,92;11,45;4,10;13,52679
233830;-6,51;10,77;4,10;13,23494
233840;-6,88;9,71;3,79;12,48803
233850;-7,10;9,03;3,34;11,95823
233860;-7,17;8,65;3,11;11,65669
233870;-6,87;8,12;2,58;10,94352
233880;-6,50;7,89;2,20;10,45497
233890;-5,90;7,43;2,27;9,75866
233900;-5,31;7,05;2,26;9,11145
233910;-4,93;6,90;2,33;8,79775
233920;-4,41;6,68;2,33;8,33151
233930;-3,96;6,37;1,95;7,75125
233940;-3,89;5,84;1,42;7,15643
233950;-3,96;5,08;1,49;6,6111
233960;-3,88;4,85;1,94;6,51024
233970;-3,74;5,23;2,01;6,73637
233980;-3,14;5,54;1,78;6,61112
233990;-2,70;5,92;1,71;6,72196
234000;-2,62;6,45;1,94;7,2245
234010;-2,77;6,90;2,24;7,76826
234020;-3,00;7,13;2,39;8,09638
234030;-3,22;7,21;2,32;8,2274
234040;-3,22;7,13;2,17;8,11955
234050;-3,22;7,05;2,02;8,01312
234060;-3,30;7,05;2,02;8,04381
234070;-3,37;7,05;2,02;8,07467
234080;-3,30;6,90;2,02;7,91018
234090;-3,30;6,75;2,17;7,81878
234100;-3,22;6,60;2,09;7,63462
234110;-3,15;6,68;1,87;7,61108
234120;-3,07;6,83;1,72;7,67981
234130;-2,63;6,83;1,49;7,46318
234140;-2,92;6,98;1,57;7,72605
234150;-4,04;7,21;2,25;8,56268
234160;-4,56;6,68;2,85;8,5717
234170;-5,15;5,99;3,15;8,50778
234180;-5,82;6,07;3,01;8,93143
234190;-6,72;6,37;2,87;9,69122
234200;-7,46;6,83;2,65;10,45534
234210;-7,54;7,13;3,03;10,80852
234220;-7,10;8,19;3,41;11,36056
234230;-7,77;9,18;3,72;12,58696
234240;-7,70;9,63;3,57;12,83703
234250;-7,40;10,92;3,58;13,67207
234260;-6,96;11,99;3,58;14,3155
234270;-6,97;12,97;4,04;15,26668
234280;-6,96;12,82;4,71;15,3309
234290;-6,43;10,32;4,69;13,03157
234300;-6,43;9,18;3,86;11,85157
234310;-6,06;10,24;3,56;12,42157
234320;-5,47;11,45;3,72;13,22657
234330;-5,32;12,06;3,87;13,73979
234340;-5,62;11,99;3,87;13,79205
234350;-6,21;11,00;4,02;13,25669
234360;-6,58;9,94;3,87;12,52994
234370;-6,73;9,03;3,41;11,76192
234380;-6,95;8,42;3,11;11,35003
234390;-7,02;7,96;2,81;10,98112
234400;-6,72;7,59;2,35;10,40365
234410;-6,27;7,43;2,12;9,95567
234420;-5,60;7,36;2,27;9,52182
234430;-4,86;7,13;2,26;8,91882
234440;-4,49;6,98;2,18;8,57699
234450;-4,19;6,68;2,18;8,17418
234460;-4,04;6,30;1,87;7,70876
234470;-3,96;5,69;1,42;7,0749
234480;-3,88;5,23;1,49;6,6846
234490;-3,66;5,08;1,86;6,53314
234500;-3,36;5,23;1,71;6,45068
234510;-3,07;5,46;1,48;6,43601
234520;-2,77;5,99;1,41;6,75039
234530;-2,62;6,52;1,56;7,2022
234540;-2,77;6,90;1,79;7,65093
234550;-2,92;7,13;1,94;7,9472
234560;-3,00;7,05;1,94;7,9071
234570;-3,15;7,05;1,94;7,96503
234580;-3,15;7,05;2,02;7,98366
234590;-3,15;6,98;2,02;7,91634
234600;-3,22;6,90;1,94;7,86051
234610;-3,22;6,90;1,87;7,84231
234620;-3,37;6,90;1,95;7,92323
234630;-3,30;6,83;1,94;7,82499
234640;-3,59;7,05;1,42;8,04323
234650;-4,34;7,28;1,28;8,57244
234660;-4,78;6,83;1,66;8,49786
234670;-5,15;6,22;2,33;8,40659
234680;-5,52;6,07;2,71;8,64047
234690;-5,90;6,22;2,71;8,98928
234700;-6,42;6,52;2,79;9,56809
234710;-6,87;7,13;2,88;10,30883
234720;-6,87;7,51;3,18;10,66122
234730;-6,57;7,59;3,70;10,69642
234740;-7,10;8,57;3,56;11,68376
234750;-7,17;8,95;3,56;12,01083
234760;-6,88;9,94;3,49;12,58037
234770;-6,36;10,85;3,50;13,05124
234780;-6,22;11,53;3,50;13,55766
234790;-6,44;12,14;3,73;14,23723
234800;-6,52;12,21;4,03;14,41593
234810;-6,21;10,62;4,09;12,96473
234820;-6,13;8,72;3,40;11,19173
234830;-6,43;9,48;3,04;11,85228
234840;-6,14;10,62;3,49;12,75225
234850;-5,99;11,61;3,87;13,62335
234860;-6,07;11,61;4,02;13,69935
234870;-6,51;11,08;4,10;13,48459
234880;-6,81;10,24;3,80;12,86731
234890;-6,80;9,48;3,27;12,11758
234900;-6,80;8,88;2,96;11,56603
234910;-7,02;8,42;2,66;11,28187
234920;-6,95;7,96;2,21;10,79487
234930;-6,57;7,74;2,05;10,35679
234940;-6,05;7,43;2,35;9,86666
234950;-5,53;7,13;2,41;9,33933
234960;-5,01;6,83;2,41;8,80045
234970;-4,56;6,52;2,40;8,31286
234980;-4,33;6,07;2,10;7,74607
234990;-4,18;5,54;1,72;7,1487
235000;-4,03;5,23;1,64;6,80703
235010;-3,88;5,23;1,71;6,73826
235020;-3,44;5,23;1,63;6,47102
235030;-2,99;5,31;1,41;6,25367
235040;-2,92;5,84;1,41;6,67918
235050;-2,85;6,30;1,56;7,08262
235060;-2,92;6,83;1,79;7,63845
235070;-2,92;7,13;1,79;7,91211
235080;-3,07;7,28;1,80;8,10511
235090;-3,22;7,13;1,95;8,06233
235100;-3,30;7,05;1,87;8,00746
235110;-3,37;6,90;1,87;7,90515
235120;-3,30;6,75;1,87;7,74096
235130;-3,37;6,75;1,79;7,75529
235140;-3,44;6,75;1,87;7,80535
235150;-3,37;6,90;1,87;7,90515
235160;-3,37;7,21;1,72;8,13974
235170;-3,74;7,43;1,35;8,43178
235180;-4,34;7,43;1,43;8,72508
235190;-4,93;7,13;1,81;8,85685
235200;-5,30;6,52;2,33;8,72435
235210;-5,67;6,07;2,71;8,73709
235220;-6,05;5,92;2,79;8,9049
235230;-6,42;6,14;2,86;9,3343
235240;-6,72;6,60;2,95;9,866
235250;-6,94;7,36;3,03;10,55904
235260;-6,95;7,96;3,26;11,05712
235270;-6,50;8,57;3,63;11,35382
235280;-6,28;9,79;3,26;12,07764
235290;-6,96;10,47;3,72;13,10742
235300;-7,03;11,15;3,88;13,74083
235310;-7,03;11,61;4,03;14,15717
235320;-6,96;11,83;4,11;14,32902
235330;-6,88;11,23;4,18;13,8152
235340;-6,13;9,10;3,56;11,53606
235350;-5,98;8,57;2,80;10,82006
235360;-5,99;9,94;3,11;12,0106
235370;-5,84;11,00;3,79;13,01824
235380;-5,92;11,53;4,02;13,56909
235390;-6,21;11,30;4,10;13,53272
235400;-6,66;10,47;3,95;13,01759
235410;-6,88;9,71;3,57;12,42156
235420;-6,95;9,10;3,41;11,94979
235430;-6,95;8,50;3,04;11,38583
235440;-6,80;8,19;2,43;10,91891
235450;-6,28;7,96;2,28;10,392
235460;-5,53;7,51;2,34;9,61514
235470;-5,16;7,13;2,34;9,10374
235480;-4,78;6,90;2,26;8,69507
235490;-4,48;6,52;2,18;8,20919
235500;-4,26;6,30;1,95;7,84661
235510;-4,11;5,92;1,57;7,37244
235520;-4,04;5,69;1,49;7,13246
235530;-3,89;5,54;1,64;6,95997
235540;-3,59;5,46;1,64;6,73564
235550;-3,36;5,54;1,49;6,64703
235560;-3,22;5,76;1,56;6,78256
235570;-3,22;6,07;1,71;7,07888
235580;-3,15;6,52;1,79;7,45953
235590;-3,22;6,98;1,94;7,92758
235600;-3,30;7,13;2,10;8,12955
235610;-3,30;7,13;2,10;8,12955
235620;-3,22;7,05;2,02;8,01312
235630;-3,22;6,83;1,94;7,79345
235640;-3,44;6,60;1,94;7,69261
235650;-3,44;6,52;1,87;7,60876
235660;-3,44;6,45;1,94;7,56191
235670;-3,37;6,45;2,02;7,54795
235680;-3,44;6,60;1,72;7,63889
235690;-3,96;6,75;1,35;7,94412
235700;-4,56;6,68;1,35;8,19594
235710;-4,71;6,30;1,73;8,0477
235720;-4,93;5,99;2,10;8,03824
235730;-5,38;5,92;2,33;8,3255
235740;-5,90;6,07;2,64;8,86153
235750;-6,35;6,52;3,02;9,5867
235760;-6,79;7,36;3,33;10,55175
235770;-6,72;7,66;4,15;11,00425
235780;-7,47;8,57;4,01;12,05621
235790;-7,84;9,33;3,87;12,78943
235800;-7,55;10,24;3,80;13,27752
235810;-7,11;11,30;3,88;13,90292
235820;-6,96;12,21;3,81;14,56403
235830;-7,19;12,74;4,19;15,21791
235840;-7,04;12,06;4,48;14,66528
235850;-6,43;9,63;4,01;12,25759
235860;-6,58;9,86;3,49;12,35836
235870;-6,21;10,85;3,79;13,06295
235880;-5,92;11,61;4,10;13,65647
235890;-5,92;11,53;4,17;13,6143
235900;-6,29;11,08;4,10;13,37803
235910;-6,66;10,24;3,79;12,78854
235920;-6,88;9,25;3,49;12,04529
235930;-7,10;8,65;3,34;11,67363
235940;-7,17;8,12;2,96;11,22585
235950;-6,87;7,96;2,51;10,81277
235960;-6,35;7,74;2,43;10,29814
235970;-5,68;7,43;2,57;9,69942
235980;-5,23;7,13;2,56;9,20646
235990;-4,86;6,90;2,56;8,81907
236000;-4,41;6,52;2,33;8,20995
236010;-4,26;5,99;1,95;7,60461
236020;-4,18;5,54;1,57;7,11439
236030;-3,96;5,39;1,49;6,84777
236040;-3,44;5,31;1,34;6,46433
236050;-3,07;5,31;1,26;6,25827
236060;-2,92;5,54;1,41;6,41504
236070;-2,70;5,84;1,56;6,61803
236080;-2,92;6,60;1,64;7,40076
236090;-3,07;7,13;1,94;8,00371
236100;-2,92;6,98;2,17;7,86943
236110;-3,00;6,98;2,17;7,89787
236120;-3,15;6,83;2,02;7,78202
236130;-3,22;6,52;1,87;7,50956
236140;-3,37;6,22;1,72;7,2778
236150;-3,59;6,14;1,49;7,27069
236160;-3,74;6,37;1,57;7,55242
236170;-3,74;6,60;1,87;7,81249
236180;-3,29;6,60;2,02;7,64628
236190;-3,00;6,83;2,02;7,72273
236200;-2,92;6,98;1,79;7,77481
236210;-3,15;6,98;1,42;7,78522
236220;-4,04;7,28;1,35;8,43729
236230;-4,56;7,21;1,66;8,68762
236240;-4,93;6,68;2,11;8,56187
236250;-5,45;6,30;2,63;8,73315
236260;-5,97;6,30;3,09;9,20952
236270;-6,42;6,68;3,47;9,88899
236280;-6,79;7,21;4,07;10,7086
236290;-7,69;7,81;4,24;11,75155
236300;-8,59;8,72;3,87;12,83748
236310;-8,29;9,18;3,95;12,98252
236320;-8,00;10,09;3,95;13,46529
236330;-7,55;11,15;3,88;14,01571
236340;-7,41;11,83;3,96;14,51086
236350;-7,19;12,29;4,04;14,79556
236360;-6,44;11,61;4,10;13,89166
236370;-5,61;9,48;3,48;11,55479
236380;-5,76;9,86;3,03;11,81715
236390;-5,54;10,92;3,49;12,73617
236400;-5,55;11,68;3,87;13,49715
236410;-5,70;11,68;4,02;13,60291
236420;-6,14;11,30;4,10;13,49859
236430;-6,66;10,32;4,09;12,94204
236440;-6,88;9,18;3,64;12,03121
236450;-7,10;8,50;3,34;11,5603
236460;-7,17;7,96;3,03;11,13638
236470;-6,95;7,81;2,51;10,74947
236480;-6,35;7,74;2,35;10,28073
236490;-5,68;7,59;2,49;9,79787
236500;-5,31;7,36;2,49;9,40581
236510;-5,01;7,21;2,49;9,1204
236520;-4,64;6,90;2,33;8,63422
236530;-4,41;6,37;2,10;8,02739
236540;-4,33;5,76;1,65;7,39626
236550;-4,41;5,54;1,49;7,2321
236560;-4,11;5,31;1,49;6,87614
236570;-3,59;5,08;1,48;6,3944
236580;-3,14;5,16;1,48;6,21755
236590;-2,92;5,54;1,63;6,46812
236600;-2,70;6,22;1,71;6,99187
236610;-2,63;6,83;1,71;7,51128
236620;-2,55;7,21;1,79;7,85132
236630;-2,63;7,21;1,94;7,9117
236640;-2,55;7,05;2,01;7,7671
236650;-2,63;6,68;1,86;7,41035
236660;-3,00;6,30;1,71;7,17854
236670;-3,52;6,37;1,72;7,47663
236680;-3,82;6,52;1,80;7,7672
236690;-3,52;6,45;1,87;7,57776
236700;-3,44;6,60;1,87;7,67401
236710;-3,44;6,90;1,80;7,91964
236720;-3,59;7,13;1,57;8,13806
236730;-4,19;7,43;1,43;8,65178
236740;-4,86;7,36;1,74;8,98639
236750;-5,16;6,75;2,11;8,75178
236760;-5,45;5,99;2,48;8,47095
236770;-5,97;5,61;2,63;8,60594
236780;-6,42;5,76;2,79;9,064
236790;-6,64;6,45;2,94;9,71294
236800;-6,79;7,28;3,48;10,54806
236810;-6,50;7,89;4,00;10,97568
236820;-7,55;9,25;3,87;12,5518
236830;-7,33;10,16;3,72;13,0705
236840;-7,11;11,23;3,73;13,79993
236850;-7,11;11,99;3,81;14,44648
236860;-7,48;12,59;3,97;15,17557
236870;-7,71;12,44;4,27;15,24332
236880;-7,03;10,70;4,25;13,48547
236890;-6,50;9,10;3,41;11,69459
236900;-6,36;10,32;3,34;12,57083
236910;-5,84;11,45;3,72;13,38556
236920;-5,47;12,06;3,87;13,79877
236930;-5,70;11,91;3,95;13,77823
236940;-6,29;11,15;4,10;13,44019
236950;-6,73;10,01;3,94;12,69222
236960;-6,95;9,10;3,64;12,01599
236970;-7,17;8,50;3,41;11,62855
236980;-7,02;7,96;2,96;11,02041
236990;-6,72;7,66;2,65;10,53071
237000;-6,20;7,36;2,72;9,99784
237010;-5,60;6,98;2,64;9,3292
237020;-5,08;6,75;2,48;8,80583
237030;-4,71;6,52;2,33;8,37463
237040;-4,33;5,99;1,87;7,6278
237050;-4,18;5,39;1,27;6,93489
237060;-4,11;5,16;1,19;6,69989
237070;-3,74;5,23;1,19;6,53785
237080;-3,14;5,23;1,11;6,20237
237090;-2,84;5,54;1,11;6,3219
237100;-2,62;6,07;1,33;6,74332
237110;-2,33;6,52;1,56;7,09861
237120;-2,33;7,13;1,79;7,71091
237130;-2,55;7,43;2,09;8,13262
237140;-2,63;7,36;2,32;8,14803
237150;-2,85;7,21;2,39;8,10991
237160;-3,07;6,90;2,32;7,90211
237170;-3,37;6,68;2,17;7,78499
237180;-3,59;6,52;2,09;7,73496
237190;-3,67;6,30;2,09;7,57891
237200;-3,81;6,22;2,09;7,59027
237210;-3,74;6,30;2,02;7,59497
237220;-3,44;6,45;1,94;7,56191
237230;-3,15;6,45;1,64;7,35829
237240;-3,59;6,68;1,20;7,67388
237250;-4,49;6,98;1,36;8,40552
237260;-4,71;6,60;1,88;8,32122
237270;-4,93;6,22;2,33;8,27121
237280;-5,38;6,30;2,63;8,68653
237290;-5,75;6,52;2,79;9,1303
237300;-6,05;7,05;3,24;9,84174
237310;-6,65;7,59;3,85;10,79463
237320;-7,91;8,34;3,79;12,1089
237330;-7,77;8,95;3,57;12,3774
237340;-7,55;9,79;3,72;12,90656
237350;-7,26;11,00;3,80;13,71407
237360;-7,04;11,83;3,73;14,2632
237370;-6,96;12,67;3,89;14,96898
237380;-6,89;12,82;4,49;15,22931
237390;-6,51;10,92;4,70;13,55524
237400;-6,58;9,41;4,09;12,1844
237410;-6,21;10,09;3,64;12,392
237420;-5,69;11,23;3,72;13,12438
237430;-5,47;11,91;3,80;13,64438
237440;-5,62;11,91;3,87;13,72605
237450;-6,14;11,30;3,95;13,45384
237460;-6,43;10,47;3,94;12,90436
237470;-6,51;9,48;3,64;12,06031
237480;-6,73;8,80;3,26;11,54451
237490;-6,95;8,27;2,96;11,19689
237500;-6,72;7,89;2,58;10,67975
237510;-6,20;7,66;2,65;10,20504
237520;-5,68;7,28;2,72;9,62517
237530;-5,23;7,05;2,64;9,16844
237540;-4,78;6,90;2,48;8,75614
237550;-4,41;6,37;2,25;8,06765
237560;-4,26;5,76;1,87;7,4059
237570;-4,26;5,39;1,49;7,02469
237580;-3,96;5,23;1,41;6,71189
237590;-3,36;5,23;1,18;6,33213
237600;-2,92;5,31;1,11;6,15773
237610;-2,55;5,61;1,26;6,28991
237620;-2,33;6,37;1,33;6,91208
237630;-2,70;7,13;1,64;7,79905
237640;-2,63;7,36;1,94;8,04972
237650;-2,55;7,28;2,17;8,01452
237660;-2,70;7,13;2,17;7,92588
237670;-2,85;6,83;2,02;7,66587
237680;-3,00;6,45;1,94;7,36856
237690;-3,29;6,14;1,79;7,19629
237700;-3,52;6,07;1,72;7,21922
237710;-3,59;6,22;1,64;7,367
237720;-3,74;6,52;1,87;7,74816
237730;-3,44;6,68;2,09;7,7971
237740;-3,15;6,83;2,09;7,8018
237750;-3,07;7,05;1,87;7,91781
237760;-3,52;6,90;1,42;7,87611
237770;-4,41;7,05;1,36;8,42975
237780;-4,78;6,98;1,58;8,60708
237790;-4,93;6,60;1,81;8,43346
237800;-5,53;6,30;2,26;8,67475
237810;-6,27;6,22;2,79;9,26106
237820;-6,72;6,75;3,32;10,08546
237830;-6,87;7,28;4,00;10,77947
237840;-7,09;7,66;4,38;11,32154
237850;-7,92;8,57;4,17;12,38843
237860;-7,62;9,33;3,95;12,67582
237870;-7,10;10,39;3,80;13,14858
237880;-6,66;11,53;3,35;13,73144
237890;-6,81;12,44;3,36;14,57648
237900;-6,96;12,90;3,89;15,16254
237910;-6,81;12,29;4,26;14,68136
237920;-6,28;9,86;4,09;12,38624
237930;-6,51;9,48;3,49;12,01593
237940;-6,06;10,39;3,42;12,50615
237950;-5,77;11,38;3,64;13,26678
237960;-5,84;11,91;3,72;13,77815
237970;-6,07;11,68;3,87;13,72058
237980;-6,66;10,85;4,02;13,34826
237990;-6,88;9,86;3,79;12,60687
238000;-6,88;9,03;3,49;11,86986
238010;-6,87;8,50;3,11;11,36086
238020;-6,87;8,12;2,88;11,01789
238030;-6,57;7,89;2,58;10,58636
238040;-6,05;7,66;2,57;10,09558
238050;-5,46;7,36;2,72;9,55268
238060;-4,93;7,13;2,63;9,06142
238070;-4,49;6,83;2,48;8,53522
238080;-4,11;6,37;2,25;7,90868
238090;-3,96;5,61;1,79;7,09895
238100;-3,96;5,08;1,34;6,57896
238110;-3,73;4,93;1,26;6,31152
238120;-3,36;5,01;1,18;6,14493
238130;-2,99;5,23;1,18;6,14208
238140;-2,92;5,61;1,26;6,45004
238150;-2,85;6,07;1,56;6,88142
238160;-2,77;6,60;1,79;7,37789
238170;-2,70;6,98;1,79;7,69328
238180;-2,63;7,05;1,87;7,75455
238190;-2,63;6,90;1,94;7,6344
238200;-2,77;6,75;1,86;7,53297
238210;-2,92;6,52;1,86;7,38636
238220;-3,00;6,45;1,86;7,34944
238230;-3,07;6,60;1,72;7,47791
238240;-3,15;6,75;1,64;7,62689
238250;-3,15;6,90;1,49;7,73072
238260;-3,07;6,68;1,34;7,46893
238270;-3,37;6,75;1,12;7,62747
238280;-3,82;7,13;1,13;8,16543
238290;-4,19;7,05;1,35;8,31488
238300;-4,78;6,60;1,73;8,3311
238310;-5,60;6,30;2,26;8,72296
238320;-6,57;6,52;2,79;9,66897
238330;-7,24;7,13;3,25;10,66911
238340;-7,61;7,21;4,08;11,24791
238350;-7,99;7,66;4,16;11,8229
238360;-8,73;8,19;4,47;12,78071
238370;-7,92;8,80;4,09;12,52383
238380;-7,25;9,94;3,65;12,83021
238390;-6,74;11,23;2,98;13,42534
238400;-6,59;12,36;3,28;14,39009
238410;-6,44;12,82;3,81;14,84411
238420;-6,29;12,59;4,26;14,70668
238430;-5,91;10,54;4,24;12,81095
238440;-6,36;9,33;3,56;11,83674
238450;-6,21;10,24;3,42;12,45327
238460;-5,99;11,30;3,72;13,32162
238470;-5,99;11,91;3,87;13,88338
238480;-6,29;11,91;3,95;14,03607
238490;-6,73;11,00;4,10;13,53243
238500;-7,03;9,94;3,94;12,79366
238510;-7,02;9,03;3,56;11,97916
238520;-6,87;8,34;3,18;11,26846
238530;-6,95;7,89;3,03;10,93775
238540;-6,80;7,51;2,88;10,52778
238550;-6,27;7,51;2,80;10,177
238560;-5,68;7,43;2,94;9,80533
238570;-5,08;7,21;2,94;9,29341
238580;-4,78;6,90;2,78;8,84583
238590;-4,56;6,45;2,48;8,27464
238600;-4,41;6,14;2,02;7,82763
238610;-4,18;5,61;1,79;7,22621
238620;-3,81;5,23;1,71;6,69562
238630;-3,36;5,16;1,56;6,35154
238640;-2,99;5,46;1,26;6,35253
238650;-2,85;6,14;1,11;6,86169
238660;-2,77;6,52;1,49;7,24225
238670;-2,55;6,75;1,64;7,40023
238680;-2,70;7,13;1,72;7,81517
238690;-2,70;7,05;1,57;7,7135
238700;-2,63;6,68;1,34;7,29615
238710;-2,62;6,60;1,11;7,1881
238720;-2,77;6,60;1,11;7,24397
238730;-3,00;6,45;1,49;7,2634
238740;-2,85;5,99;1,86;6,88868
238750;-2,77;5,99;1,71;6,81932
238760;-3,00;6,52;1,41;7,31607
